industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
H,3,12,1,7,4,1,1,1,1,2,1,2,7,1,6,1,1,5,4,3,3,5,1,1,1,2,9416.6666667
Q,3,12,1,7,9,5,1,2,3,0,1,3,7,1,1,5,1,5,5,4,4,3,5,1,1,1,2166.6666667
Q,1,18,2,13,8,5,3,1,1,3,5,5,13,1,6,5,2,4,2,5,5,4,5,1,1,2,3641.6666667
R,4,12,2,7,4,5,1,1,3,0,1,1,7,1,5,5,1,4,4,4,1,5,5,1,1,1,1300.0
G,3,12,1,7,8,2,2,1,1,0,2,3,7,1,2,5,1,2,2,5,3,2,5,1,2,2,2426.6666667
H,9,16,1,12,3,1,1,1,3,0,3,2,7,1,1,3,3,2,2,4,1,5,5,1,1,2,2730.0
S,1,18,2,13,1,3,5,3,3,1,5,5,13,1,6,3,1,5,4,5,3,1,5,1,1,2,15083.333333
G,4,13,2,9,8,4,5,1,1,0,4,5,7,1,3,2,2,4,2,5,4,1,5,1,2,2,3583.3333333
P,2,18,2,13,2,5,5,2,2,0,2,3,12,1,5,5,1,4,5,5,4,1,1,1,2,2,5200.0
J,3,16,2,12,4,5,5,1,3,0,4,5,12,1,5,4,1,5,4,5,4,2,5,1,4,2,6791.6666667
I,5,13,2,9,1,5,5,2,3,0,1,2,7,1,4,5,2,4,3,4,4,5,5,1,1,1,1859.0
Q,2,14,2,11,8,1,1,1,2,1,2,3,9,1,1,3,2,5,5,4,2,1,5,1,1,1,4522.0833333
B,3,16,1,12,4,1,1,1,1,2,1,3,7,1,6,5,1,5,4,5,4,5,5,2,1,0,5833.3333333
I,5,12,2,7,1,5,1,1,3,0,3,3,7,2,3,3,2,2,2,5,1,5,4,1,1,1,3000.0
C,9,12,1,7,1,1,1,1,3,0,1,2,1,1,1,5,4,1,1,4,1,5,5,2,1,0,1828.6666667
R,3,16,1,12,4,5,5,1,3,0,2,5,13,1,3,3,1,5,4,4,5,1,1,1,1,2,2600.0
N,5,12,1,7,4,1,1,2,3,0,1,3,7,1,3,1,2,3,5,1,1,5,5,2,1,0,1733.3333333
Q,4,12,2,7,8,1,1,1,3,0,1,3,7,1,5,5,2,2,2,5,5,1,5,1,1,1,3203.3333333
Q,2,16,1,12,5,1,1,3,3,0,5,2,12,1,1,4,2,5,5,5,2,5,5,1,1,2,5416.6666667
R,5,12,1,7,4,5,5,2,1,2,4,4,7,3,5,5,1,5,5,4,4,4,4,1,1,1,4002.0833333
G,4,12,2,7,8,1,1,1,1,0,3,3,7,1,5,5,2,4,1,5,3,1,5,1,1,2,3676.6666667
P,2,18,2,13,2,5,1,2,1,0,5,3,12,3,3,2,1,5,3,5,3,2,5,1,2,1,68553.33
G,1,13,2,9,9,5,4,1,3,4,3,4,11,2,4,3,1,4,4,5,4,5,5,1,1,1,7500.0
P,9,12,2,7,1,1,1,2,1,0,2,2,7,2,1,2,2,1,2,2,1,5,5,1,1,1,2525.6666667
J,2,16,1,12,3,4,4,1,1,0,3,5,12,2,5,2,2,4,2,4,4,1,1,1,5,2,6833.4166667
P,2,16,1,12,6,4,5,2,2,0,3,1,13,1,6,5,3,5,2,4,5,1,5,1,4,3,1300.0
G,5,14,2,11,9,4,3,1,2,0,3,3,7,2,1,5,2,5,5,3,3,5,5,1,1,1,3599.65
C,3,16,2,12,1,1,1,1,3,0,2,4,12,2,1,3,3,4,1,5,2,1,5,1,5,2,3300.0
H,7,12,1,7,6,4,5,1,3,0,1,3,7,3,1,3,3,4,5,5,4,5,5,1,1,1,3466.6666667
K,3,16,2,12,5,1,1,1,1,0,3,3,12,2,5,3,2,2,1,5,3,1,5,1,1,2,3958.3333333
P,3,16,2,12,4,2,1,2,3,0,3,3,11,1,6,2,1,3,3,2,2,2,5,1,1,2,4191.6666667
R,9,12,1,7,6,5,5,1,1,0,3,3,7,1,1,5,1,5,3,5,1,5,5,2,1,0,1099.5833333
H,9,16,1,12,9,1,1,1,2,0,5,4,7,2,5,2,2,2,2,5,3,5,5,1,3,2,2340.0
Q,5,14,2,11,5,1,1,1,3,0,2,4,7,2,3,4,3,4,1,4,2,5,4,1,1,2,1601.6
C,3,12,1,7,4,5,1,1,3,1,1,5,7,1,1,4,1,5,5,5,4,5,5,1,2,1,5412.5
H,8,12,1,7,9,5,5,1,1,0,1,1,9,1,4,2,2,5,2,5,5,4,5,1,5,1,3822.0
H,7,13,1,9,5,1,1,2,3,0,1,4,7,3,5,5,3,4,1,3,2,5,5,1,1,1,5910.6666667
J,2,18,1,13,5,3,2,1,3,1,4,3,12,1,6,2,2,5,4,5,5,1,5,1,4,2,8375.0
K,3,12,1,7,4,2,1,1,3,0,3,3,12,2,1,2,2,2,1,5,4,1,1,1,1,2,6500.0
F,7,12,1,7,8,1,3,2,2,0,3,3,7,1,3,3,2,5,4,5,3,5,5,1,1,1,3850.0
P,1,18,2,13,2,4,4,2,1,5,4,5,13,1,6,3,2,5,2,5,4,1,5,1,2,2,8500.0
O,5,16,2,12,5,4,1,2,3,0,1,1,7,2,1,1,3,2,2,5,2,1,1,1,1,1,916.66666667
I,1,12,2,7,4,5,5,1,1,3,5,2,3,1,1,3,3,5,5,5,3,5,5,1,5,1,2608.6666667
F,3,18,1,13,6,3,3,1,3,0,4,5,12,1,6,3,3,5,2,2,3,1,2,1,1,2,5200.0
P,2,18,2,13,2,5,5,2,1,0,4,3,12,1,1,3,2,5,5,5,4,5,5,1,2,2,4333.3333333
Q,3,16,2,12,2,5,5,3,1,0,3,3,12,2,1,2,3,5,5,4,3,5,5,1,1,1,3146.6666667
C,8,12,1,7,5,3,1,1,3,0,1,1,7,2,3,5,3,3,2,4,4,4,5,1,1,1,5833.3333333
P,2,18,1,13,2,5,4,2,2,0,1,3,13,1,4,4,2,5,4,3,4,1,5,1,3,2,6557.85
P,2,18,1,13,3,5,5,2,3,0,1,3,13,1,5,5,1,4,5,4,2,1,3,1,2,2,2083.3333333
Q,3,16,2,12,5,3,2,3,3,0,3,5,11,2,5,4,2,5,5,5,3,4,5,1,4,3,3258.85
Q,2,16,2,12,8,1,1,1,3,0,3,3,11,2,6,4,1,1,5,5,5,5,5,1,1,1,12566.666667
P,2,16,1,12,3,5,5,2,3,3,1,3,12,2,1,3,1,5,5,5,4,2,5,1,2,2,3833.3333333
P,2,19,2,13,2,5,5,2,3,0,1,4,12,1,1,5,1,5,5,5,4,5,5,1,3,2,6250.0
Q,3,12,2,7,8,5,5,1,3,0,1,3,7,2,1,5,3,5,5,5,4,3,5,1,1,1,2592.6666667
G,5,12,2,7,4,5,1,1,2,2,2,3,7,1,1,5,2,5,4,3,4,5,5,1,1,2,975.0
G,9,9,1,3,0,1,1,1,3,0,3,3,3,1,1,4,2,5,3,5,4,5,3,2,1,0,440.91666667
I,5,12,2,7,1,1,1,1,3,0,3,3,7,2,1,5,2,1,1,1,1,5,5,1,1,1,1516.6666667
Q,3,13,1,9,8,5,1,1,1,0,4,4,9,1,2,5,1,5,5,5,5,5,5,1,1,1,2556.6666667
R,1,16,2,12,4,5,5,1,3,5,2,5,12,1,5,5,2,5,5,5,3,2,1,1,4,2,4333.3333333
I,1,16,1,12,5,5,3,1,3,0,3,4,12,3,6,2,2,4,4,5,3,1,5,1,4,2,8333.3333333
R,2,12,2,7,4,5,5,3,3,3,5,3,7,2,5,5,2,5,5,5,4,5,5,1,1,2,1323.8333333
R,5,16,1,12,3,5,1,3,2,0,3,3,12,2,5,1,3,4,4,2,5,1,1,1,1,1,4030.0
Q,4,12,2,7,4,2,1,1,3,0,2,3,7,1,1,2,2,5,1,5,2,1,5,1,2,3,2600.0
C,8,12,1,7,6,4,1,1,1,0,3,3,7,1,5,4,2,4,2,5,4,4,5,2,1,0,3618.4
I,5,12,2,7,1,5,5,2,3,0,4,2,3,2,1,3,3,3,2,5,1,5,5,1,1,2,1500.0
G,5,12,2,7,4,3,3,1,3,0,5,2,7,2,4,5,1,4,4,4,2,5,4,1,1,1,2300.2
G,7,12,2,7,6,2,3,1,2,0,4,2,7,3,1,3,2,3,4,3,2,2,5,1,1,1,3282.25
K,4,16,2,12,1,2,1,1,3,0,5,5,12,1,2,4,2,3,4,4,4,1,5,1,4,2,4125.0
C,2,16,1,12,4,4,2,1,1,1,2,3,12,1,5,4,2,4,4,5,5,2,2,1,5,3,4918.3333333
F,3,9,1,3,0,5,5,1,3,2,1,4,7,1,5,5,2,5,2,5,5,5,5,2,1,0,3371.6666667
D,1,16,2,12,5,4,2,1,1,2,5,3,12,1,6,2,2,3,3,4,3,2,2,1,5,2,10083.333333
G,5,9,2,3,0,1,3,1,3,0,3,5,3,1,3,5,3,4,2,2,2,4,5,1,1,2,845.0
J,1,16,1,12,5,5,5,1,1,3,4,4,12,1,6,5,2,5,5,5,4,2,5,1,5,3,25000.0
K,2,12,2,7,4,5,1,2,1,0,3,4,11,1,4,5,2,5,4,4,2,1,5,1,1,2,7732.6666667
Q,3,12,2,7,4,1,4,1,3,0,1,3,7,1,3,1,1,5,5,3,2,1,5,2,1,0,1690.0
S,5,13,2,9,8,1,1,1,3,0,4,4,7,1,6,4,2,5,5,1,1,5,5,1,1,1,2426.6666667
M,1,16,1,12,3,4,5,1,1,1,4,4,12,1,6,3,1,5,3,5,4,2,5,1,3,1,27500.0
Q,2,16,2,12,2,5,1,1,3,1,2,3,11,1,4,2,2,4,4,5,4,1,1,1,1,1,4750.0
Q,3,12,2,7,8,5,5,1,2,0,5,5,7,1,3,5,2,1,4,5,5,5,5,1,1,1,3466.6666667
H,8,12,1,7,1,1,1,1,1,0,2,2,7,1,3,1,2,1,1,5,5,5,5,1,1,1,7968.5666667
P,4,13,2,9,9,5,5,2,3,0,2,3,7,1,3,4,2,3,3,4,4,3,5,1,3,2,1541.6666667
Q,7,16,1,12,3,1,1,2,3,0,1,2,11,1,3,2,2,2,5,5,5,5,5,1,1,2,6216.6666667
C,3,6,1,2,0,2,3,1,1,3,4,3,7,2,6,4,2,4,3,4,3,5,5,1,1,1,7396.3333333
Q,5,12,1,7,4,1,1,1,3,0,1,2,7,1,5,5,1,1,1,5,1,5,5,2,1,0,1430.0
C,5,16,1,12,4,5,4,1,1,0,3,3,12,2,5,3,2,5,4,4,3,3,5,1,4,2,8833.3333333
C,8,12,1,7,6,1,1,1,3,0,1,2,7,1,3,5,2,3,3,3,3,2,5,2,1,0,4166.6666667
H,4,14,2,11,8,1,1,1,3,0,2,5,7,2,1,5,1,4,2,5,2,2,5,1,1,1,1316.6666667
F,9,12,2,7,1,3,2,1,3,0,5,5,7,1,2,2,1,2,3,2,2,5,5,2,1,0,2426.6666667
C,8,13,1,9,9,1,1,1,3,0,2,3,7,2,2,1,3,2,2,4,1,3,2,2,1,0,1434.1666667
Q,3,16,2,12,8,5,5,1,1,0,1,3,11,1,1,3,2,5,5,5,1,5,5,1,2,1,4633.3333333
O,2,18,1,13,6,5,4,2,2,1,2,5,12,1,1,4,2,5,3,5,4,3,5,1,3,2,9166.6666667
Q,3,13,2,9,8,1,1,1,3,1,4,3,9,1,1,3,2,4,2,4,3,5,5,1,1,1,3022.8266667
M,2,16,2,12,4,5,1,1,2,0,1,3,11,1,4,5,1,5,2,5,4,4,5,1,2,2,2164.1666667
M,3,12,2,7,8,1,1,1,3,1,2,3,12,2,5,3,1,1,3,3,2,1,5,1,1,2,4166.6666667
N,5,12,2,7,4,2,4,1,2,0,2,4,7,2,1,2,2,2,4,2,1,5,5,2,1,0,700.0
G,5,14,2,11,8,5,1,1,2,2,1,4,1,1,1,5,3,4,3,5,3,5,5,1,1,1,1485.16
K,2,16,2,12,4,4,2,1,2,0,3,4,12,2,4,4,1,5,4,5,5,2,5,1,2,2,3585.0
G,5,9,2,3,0,1,1,1,1,0,3,4,3,1,1,2,2,4,2,5,2,4,4,1,1,2,586.66666667
G,5,12,2,7,4,1,1,1,3,0,3,4,7,2,1,4,3,3,1,4,1,4,5,2,1,0,516.75
D,3,14,1,11,5,5,1,1,2,2,2,3,12,2,3,2,1,5,4,5,4,4,5,1,2,2,8396.6666667
F,3,12,1,7,6,5,4,1,2,4,2,5,9,2,6,5,1,5,4,4,4,2,2,1,2,1,13520.0
P,2,13,2,9,2,1,1,2,3,0,1,3,9,3,5,5,2,5,5,5,5,5,5,1,1,1,1950.0
M,2,16,1,12,3,5,5,1,3,0,4,5,7,2,5,3,1,4,3,5,5,3,5,1,2,2,6666.6666667
O,2,18,1,13,4,4,2,2,3,1,3,5,11,3,3,3,1,4,4,4,3,2,2,1,2,2,7041.6666667
O,5,14,2,11,1,1,1,2,3,0,5,5,7,1,1,5,1,4,5,4,4,4,1,1,1,1,1016.6666667
C,7,12,1,7,6,2,5,1,3,0,3,2,7,1,5,5,1,5,4,5,2,5,5,1,1,2,7666.6666667
Q,1,16,2,12,8,4,5,3,1,4,5,2,12,1,5,5,1,5,4,5,5,2,5,1,5,2,8683.3333333
K,3,16,1,12,1,1,1,1,3,0,1,4,12,2,1,5,2,3,5,5,4,1,5,1,1,3,3289.8666667
P,5,12,2,7,4,3,1,2,1,0,1,5,7,2,1,5,1,5,4,2,1,5,5,1,1,1,4324.6666667
C,8,14,2,11,1,1,1,1,1,0,1,3,7,1,1,1,3,1,1,1,1,5,5,2,1,0,1733.3333333
I,5,9,1,3,0,5,1,1,1,1,2,4,3,3,1,5,2,5,5,5,4,5,5,2,1,0,469.16666667
N,9,9,1,3,0,1,1,1,3,0,1,3,7,2,1,1,1,1,1,5,4,5,5,1,1,1,2773.3333333
P,4,18,2,13,6,1,1,2,3,0,2,3,9,1,3,2,1,1,2,4,2,1,5,1,4,2,2645.3333333
P,5,12,1,7,4,5,1,2,1,0,5,5,7,2,3,5,1,5,5,5,1,1,1,2,1,0,247.0
C,8,12,2,7,8,1,1,1,3,0,1,1,2,2,1,1,5,1,1,2,1,5,5,2,1,0,866.66666667
N,2,16,2,12,9,3,3,1,1,0,2,3,9,1,1,2,3,5,3,3,2,3,5,1,5,2,3216.6666667
G,5,9,2,3,0,1,1,1,1,0,4,3,7,1,3,2,1,5,2,5,1,5,5,1,1,1,2833.3333333
C,8,13,1,9,6,2,4,1,1,0,3,4,7,2,1,3,3,4,4,5,4,5,5,2,1,0,2060.0
I,5,12,2,7,8,1,3,1,3,0,3,3,7,2,1,4,3,5,2,5,3,4,5,1,1,1,1300.0
C,8,9,1,3,0,4,3,1,3,1,1,2,7,2,5,4,2,4,5,5,5,4,1,1,1,2,2473.3333333
O,4,12,2,7,4,2,2,2,1,0,3,4,7,3,6,3,2,3,2,4,2,1,4,1,1,2,5833.3333333
H,9,12,1,7,1,1,5,1,3,0,2,4,7,1,2,2,2,2,3,5,1,5,1,1,5,1,1950.0
C,7,12,1,7,6,3,1,1,3,0,1,5,7,2,5,5,1,4,3,4,5,5,5,1,2,2,3446.6666667
O,1,14,2,11,4,1,5,2,1,1,4,3,7,2,6,5,1,2,4,4,3,3,5,1,3,2,5094.6666667
I,5,9,2,3,0,4,4,2,2,0,4,4,7,2,2,5,2,5,5,3,4,5,5,2,1,0,1316.6666667
L,5,12,1,7,3,3,1,1,3,1,3,4,7,2,5,4,3,4,4,5,5,5,5,1,1,1,3244.1666667
N,5,12,2,7,4,1,1,1,2,0,3,4,7,1,3,3,3,4,3,4,4,5,5,2,1,0,1110.4166667
N,4,16,2,12,4,5,5,1,1,0,3,4,7,1,2,5,4,5,5,5,4,5,5,1,3,2,5000.0
O,2,16,2,12,4,5,5,2,3,3,3,4,12,1,6,5,2,5,3,5,5,5,5,1,3,2,4750.0
I,4,18,2,13,3,5,5,1,3,0,2,3,7,1,5,2,3,4,1,3,1,1,5,1,1,2,3033.3333333
C,2,16,1,12,5,1,1,1,3,0,1,3,12,1,5,5,2,5,2,5,5,1,5,1,2,2,6916.6666667
N,1,16,2,12,3,1,1,1,3,1,1,1,11,3,6,2,2,5,3,5,5,1,5,1,1,2,3033.3333333
G,9,14,1,11,1,3,1,1,2,0,1,1,7,1,2,4,5,5,4,5,2,5,5,1,1,2,2010.0
C,8,12,1,7,1,5,5,1,3,0,1,1,7,1,1,5,2,4,1,3,2,5,5,2,1,0,2166.6666667
C,3,14,1,11,6,2,3,1,1,0,2,5,11,2,6,1,5,4,4,4,3,2,5,1,4,2,5041.6666667
N,5,18,1,13,4,2,2,1,2,0,1,2,7,1,3,1,5,4,4,5,4,5,5,1,1,2,1833.3333333
N,3,12,1,7,1,4,5,1,3,2,3,4,7,2,1,1,2,5,5,4,3,5,5,1,2,2,5750.0
I,5,12,2,7,8,1,1,1,3,0,3,3,7,2,5,5,1,5,5,5,1,5,5,2,1,0,2601.6666667
I,9,12,1,7,1,5,2,1,3,0,2,2,7,3,2,2,1,5,5,1,5,5,5,2,1,0,1350.8333333
H,8,12,2,7,1,1,1,1,3,0,1,2,7,2,6,5,1,4,1,5,4,1,5,2,1,0,2666.6666667
S,2,18,2,13,2,3,5,3,1,0,2,3,13,1,6,5,2,4,5,5,5,5,5,1,5,3,3000.0
C,5,14,1,11,1,5,5,1,3,0,3,4,3,1,1,3,3,4,4,5,2,5,5,2,1,0,975.0
C,2,18,2,13,4,5,5,1,2,0,5,4,12,1,5,4,2,5,4,5,4,2,5,1,5,2,7750.0
Q,2,16,2,12,8,5,5,1,3,0,1,3,12,2,2,3,1,5,5,5,5,5,5,1,1,1,9805.0
Q,2,16,2,12,8,5,5,1,1,0,1,3,11,3,5,5,2,5,4,5,4,5,5,1,4,2,6396.0
C,7,16,1,12,4,2,2,1,1,0,2,4,7,2,5,3,2,4,3,3,3,2,5,1,2,1,6916.6666667
F,7,9,1,3,0,4,1,1,3,0,3,4,7,1,4,1,1,5,1,3,3,5,5,2,1,0,3200.0
P,9,12,2,7,1,1,1,3,3,0,3,2,7,1,6,2,2,1,5,1,1,5,5,2,1,0,1516.6666667
C,3,16,2,12,6,1,4,1,3,0,4,3,9,2,5,3,2,5,2,5,3,5,4,1,1,2,4326.6666667
Q,2,13,2,9,8,5,5,1,3,3,4,3,9,3,5,3,1,5,3,2,2,5,5,1,4,2,4416.6666667
M,3,12,2,7,8,1,4,1,3,0,2,1,12,2,6,1,1,1,1,2,2,5,5,1,1,1,3250.0
C,1,13,1,9,5,2,3,1,3,1,4,5,12,2,5,5,1,4,2,2,3,2,5,1,2,2,6333.3333333
F,7,6,1,2,0,5,5,1,3,0,5,4,1,1,3,5,1,5,5,5,2,5,5,2,1,0,3033.3333333
O,3,16,1,12,5,4,3,2,3,0,4,4,12,1,5,3,2,3,3,5,4,4,4,1,2,2,8333.3333333
I,9,9,1,3,0,1,1,1,2,0,4,3,3,1,3,3,2,2,3,4,3,5,5,2,1,0,298.0
C,3,14,1,11,5,5,1,1,2,0,3,4,11,1,5,3,2,5,3,5,5,3,5,1,1,1,5850.0
F,1,16,1,12,6,3,4,2,2,4,4,4,12,1,6,2,1,5,5,2,2,2,5,1,1,2,5200.0
S,7,9,1,3,0,1,1,3,3,0,1,2,3,2,1,1,2,4,3,5,5,4,5,2,1,0,741.0
P,2,16,2,12,2,5,1,1,3,1,2,3,7,2,3,1,3,3,2,5,2,2,5,1,1,1,2600.0
Q,3,12,2,7,8,5,5,3,3,1,1,3,11,2,3,3,1,5,3,5,4,5,5,2,1,0,5000.0
I,9,6,2,2,0,1,1,1,3,0,2,3,7,2,3,1,2,1,2,1,1,5,5,2,1,0,1354.1666667
P,2,18,2,13,2,2,3,2,2,0,3,4,13,1,6,5,2,5,5,5,4,1,5,1,3,2,8250.0
O,5,14,1,11,4,5,5,2,3,0,2,3,7,1,1,2,2,5,4,5,4,4,5,1,1,2,3253.4666667
F,7,12,2,7,8,1,1,2,2,0,4,3,7,1,5,3,2,1,1,4,4,5,5,2,1,0,3055.8666667
N,6,21,2,14,1,1,1,1,3,0,1,1,1,1,6,1,3,1,1,1,1,5,5,2,1,0,260.0
S,5,12,2,7,8,2,1,2,3,0,3,3,7,1,1,1,2,1,1,5,5,1,1,2,1,0,2651.3333333
P,3,12,1,7,4,3,5,2,1,0,2,4,7,3,3,4,1,3,2,2,5,3,3,1,3,3,2000.0
C,1,12,1,7,4,5,4,1,3,1,2,3,7,1,3,5,2,4,3,3,2,4,5,1,1,1,5416.6666667
I,5,9,2,3,0,5,1,2,3,0,3,3,7,1,1,4,2,1,1,5,1,1,5,1,1,2,270.83333333
H,7,13,1,9,1,2,1,2,3,0,2,5,9,2,5,1,2,5,4,3,2,5,5,2,1,0,2916.6666667
F,5,16,1,12,4,5,4,1,1,0,3,5,12,1,6,2,1,5,5,3,3,1,1,1,1,2,6833.3333333
C,7,12,1,7,6,5,4,1,3,0,1,3,7,1,3,5,3,5,4,3,2,5,5,1,1,1,3425.0
M,3,14,1,11,7,5,5,1,1,0,1,4,7,1,5,2,2,5,5,5,1,5,5,1,3,1,3575.0833333
D,2,18,1,13,6,4,4,1,2,3,3,4,13,1,6,2,1,5,4,4,3,4,5,1,2,3,9166.6666667
K,2,16,2,12,5,3,2,1,3,0,4,3,12,1,5,4,2,4,4,4,3,1,5,1,3,2,6833.3333333
G,5,12,1,7,4,5,4,1,3,1,2,3,3,1,1,5,2,5,5,4,4,5,5,1,1,2,1046.5
H,9,12,2,7,1,1,1,1,3,0,1,5,7,2,1,2,3,1,2,5,2,4,2,2,1,0,3900.0
C,7,12,1,7,1,1,1,1,2,0,1,4,7,2,5,5,2,1,5,5,5,5,5,2,1,0,2426.6666667
J,2,16,1,12,5,5,5,1,3,0,3,3,12,1,6,3,2,2,2,2,4,1,5,1,1,2,11666.666667
G,5,16,1,12,5,5,1,1,3,0,3,1,7,2,3,4,3,5,1,5,4,4,1,1,1,1,1040.0
F,3,12,1,7,4,3,2,2,3,3,1,4,9,1,5,5,1,4,2,4,3,5,5,1,1,1,4702.5333333
O,5,14,1,11,4,4,5,2,2,3,3,2,11,1,1,2,2,4,3,5,3,3,3,1,2,2,5250.0
C,3,16,1,12,9,5,5,1,2,2,2,3,12,1,6,4,2,4,2,5,4,5,5,1,2,2,13166.666667
O,4,18,1,13,2,1,4,2,3,0,5,5,7,1,5,1,1,5,5,5,4,1,5,1,1,1,2773.3333333
C,8,12,2,7,1,1,1,1,3,0,2,1,7,1,3,5,2,5,1,4,4,5,5,2,1,0,1951.7333333
G,4,12,1,7,8,4,2,1,1,0,3,4,11,3,5,3,2,2,4,2,2,5,5,1,1,1,2850.0
F,2,16,1,12,6,4,4,1,2,4,3,5,12,1,6,3,2,5,4,3,4,1,1,1,4,2,10000.083333
Q,2,13,2,9,4,5,5,3,2,3,2,4,9,1,3,4,3,5,5,5,5,5,5,1,2,2,3666.6666667
Q,3,12,2,7,8,5,5,3,3,0,1,2,9,1,3,3,1,5,3,5,1,5,5,1,1,1,2500.8333333
F,3,12,1,7,1,1,1,1,3,1,5,5,7,3,3,3,4,2,5,4,3,5,5,2,1,0,1950.0
I,5,14,1,11,9,1,1,1,1,0,2,3,7,2,5,4,3,2,4,2,1,5,5,2,1,0,3315.0
I,5,12,2,7,3,5,5,1,1,2,5,1,7,1,5,5,2,5,4,5,1,5,5,1,3,1,3373.3333333
F,9,12,1,7,6,2,1,1,3,0,2,3,7,1,1,5,1,5,5,5,5,5,5,2,1,0,2184.0
C,3,16,2,12,5,1,2,1,3,0,5,4,12,2,5,3,4,3,3,5,5,1,5,1,1,2,2555.8333333
G,5,12,2,7,4,5,5,1,3,0,1,3,7,1,1,5,2,5,1,4,3,5,5,1,3,2,1365.0
K,1,16,1,12,5,3,2,2,1,2,4,4,12,1,5,2,2,3,2,3,2,2,2,1,5,2,9166.6666667
J,2,12,1,7,5,3,1,1,1,0,3,5,12,2,6,5,2,5,2,4,4,2,2,1,3,3,4795.8333333
F,7,9,1,3,0,1,1,1,1,0,2,4,3,2,5,2,2,1,1,5,4,5,5,2,1,0,1950.0
P,3,9,2,3,0,5,1,1,1,0,2,5,3,3,1,1,1,5,5,5,1,1,5,1,1,1,715.0
P,2,16,2,12,2,3,1,2,1,0,2,3,12,1,1,5,2,2,3,5,3,2,2,1,3,2,3208.3333333
C,8,13,1,9,6,5,5,1,2,0,1,5,9,1,6,2,3,5,2,4,5,4,5,1,1,2,5112.7333333
I,4,12,1,7,4,4,4,2,2,2,2,5,3,2,3,4,3,4,2,2,2,1,5,1,5,1,1662.5
I,1,18,2,13,1,3,2,1,1,1,3,4,12,1,5,2,1,5,3,5,4,1,5,1,2,2,5141.6666667
Q,5,12,2,7,1,1,2,2,3,0,1,1,7,1,3,3,3,1,1,4,1,1,5,2,1,0,200.0
F,9,12,2,7,1,1,1,1,3,0,4,3,1,1,5,4,1,4,1,3,1,5,5,2,1,0,2166.6666667
Q,2,12,2,7,2,2,3,3,3,0,5,5,7,3,5,3,1,4,3,3,3,2,2,1,3,2,3633.3333333
I,5,16,1,12,2,5,4,2,1,0,1,2,7,2,3,5,3,5,5,1,1,5,5,2,1,0,2340.0
M,2,12,1,7,4,1,1,3,1,0,3,4,12,2,5,3,2,5,2,5,4,5,5,1,1,2,5625.0
Q,3,12,2,7,8,1,1,1,3,1,3,2,7,1,5,3,2,1,4,4,2,2,2,1,1,1,1080.9333333
Q,2,14,2,11,8,2,2,2,3,0,3,3,11,1,5,2,1,4,2,3,2,4,5,1,1,2,4758.3333333
O,3,16,1,12,9,2,2,1,2,0,3,3,12,1,3,3,2,4,1,5,5,5,5,1,2,1,4333.3333333
M,3,16,2,12,8,2,1,1,1,3,2,3,9,2,6,5,1,4,5,5,4,5,5,1,1,1,4158.3333333
L,5,9,1,3,0,1,5,1,3,0,2,4,7,3,6,2,1,5,3,5,5,5,5,1,3,1,3120.0
M,1,16,2,12,1,4,2,1,1,1,3,4,13,1,6,2,2,4,3,4,3,1,5,1,2,2,5041.6666667
Q,3,13,2,9,8,1,1,1,3,0,1,3,9,1,3,5,2,1,1,4,2,5,5,2,1,0,3052.4
P,2,16,2,12,2,2,1,2,2,0,1,5,12,1,3,2,4,2,5,5,3,5,5,1,1,2,4416.6666667
Q,5,12,2,7,4,5,1,1,2,0,3,5,7,1,4,1,1,5,1,4,4,5,2,2,1,0,1111.5
H,9,12,2,7,1,1,1,1,3,0,1,4,7,2,3,4,2,5,4,1,1,5,5,2,1,0,2080.0
M,3,13,2,9,1,5,5,2,3,1,4,3,9,1,5,5,1,5,5,5,4,1,5,1,1,3,4583.3333333
Q,3,12,2,7,8,1,2,1,3,0,3,3,7,1,5,3,2,2,3,5,4,2,5,1,1,2,3044.6666667
Q,3,12,1,7,1,1,1,2,1,0,1,4,7,2,5,5,2,5,2,5,5,1,5,1,5,3,3541.6666667
I,9,9,2,3,0,4,1,1,3,0,1,1,7,1,1,2,2,4,3,3,2,5,5,2,1,0,1521.0
P,2,16,2,12,3,1,2,2,3,0,1,4,12,1,5,2,3,5,5,2,2,1,5,1,2,2,4000.0
F,5,9,2,3,0,5,5,1,1,0,2,4,7,1,3,5,1,5,5,1,1,5,5,2,1,0,3676.25
Q,3,12,2,7,8,5,5,1,2,1,3,2,11,1,1,2,2,5,5,5,3,5,5,1,1,1,3640.0
S,5,9,1,3,0,1,1,1,1,0,3,3,3,2,1,1,2,5,1,5,2,5,1,2,1,0,728.0
S,3,18,1,13,4,3,4,1,2,0,3,4,12,1,5,4,2,4,3,5,4,3,4,1,3,2,5625.0
F,7,12,1,7,6,1,4,1,3,1,4,5,7,2,1,3,2,5,5,5,5,3,1,2,1,0,3153.3333333
I,5,12,2,7,6,4,2,2,3,0,4,3,7,2,3,4,1,4,2,5,3,5,5,1,1,1,650.0
I,4,12,2,7,4,5,1,1,1,0,3,3,9,3,5,4,4,1,4,5,4,5,5,1,2,2,2548.0
